sample_id	plasmid	strand	call_type	filepath	read_count	Sample_ID	Experiment	Experiment_name	Flow cell	Plasmid	Plasmid Loc	Total plasmids in sample	Linear	Nick	Txn	RnaseH	Co-SSB	Post-SSB	Co-RPA	Linearization post txn	Deprotienize post Co-RPA
65	PFC53_T3TERMSHORT_VR23	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_low.bed.tsv	661	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR24	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_high.bed.tsv	1162	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR24	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_low.bed.tsv	1162	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR24	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_high.bed.tsv	682	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR24	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_low.bed.tsv	682	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR25	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_high.bed.tsv	718	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR25	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_low.bed.tsv	718	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR25	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Pos_call_low.bed.tsv	89	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR26	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_high.bed.tsv	1076	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR26	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_low.bed.tsv	1076	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR26	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_high.bed.tsv	451	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR26	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_low.bed.tsv	451	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR27	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_high.bed.tsv	783	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR27	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_low.bed.tsv	783	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR27	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_high.bed.tsv	240	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR27	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_low.bed.tsv	240	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR28	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_high.bed.tsv	536	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR28	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_low.bed.tsv	536	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR28	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_high.bed.tsv	344	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR28	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_low.bed.tsv	344	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR29	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_high.bed.tsv	1173	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR29	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_low.bed.tsv	1173	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR29	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_high.bed.tsv	774	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR29	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_low.bed.tsv	774	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR30	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Neg_call_low.bed.tsv	715	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR30	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_high.bed.tsv	135	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR30	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_low.bed.tsv	135	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR31	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_high.bed.tsv	383	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR31	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_low.bed.tsv	383	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
65	PFC53_T3TERMSHORT_VR31	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Pos_call_low.bed.tsv	22	PBEH2-65	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	-	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR01	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_high.bed.tsv	1773	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR01	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_low.bed.tsv	1773	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR01	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_high.bed.tsv	1043	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR01	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_low.bed.tsv	1043	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR02	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_high.bed.tsv	1184	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR02	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_low.bed.tsv	1184	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR02	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_high.bed.tsv	652	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR02	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_low.bed.tsv	652	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR03	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_high.bed.tsv	2408	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR03	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_low.bed.tsv	2408	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR03	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_high.bed.tsv	1257	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR03	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_low.bed.tsv	1257	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR04	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Neg_call_high.bed.tsv	1177	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR04	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Neg_call_low.bed.tsv	1177	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR04	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Pos_call_high.bed.tsv	630	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR04	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Pos_call_low.bed.tsv	630	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR05	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Neg_call_high.bed.tsv	1114	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR05	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Neg_call_low.bed.tsv	1114	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR05	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Pos_call_low.bed.tsv	625	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR06	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Neg_call_low.bed.tsv	1755	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR06	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Pos_call_high.bed.tsv	976	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR06	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Pos_call_low.bed.tsv	976	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR07	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Neg_call_high.bed.tsv	1450	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR07	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Neg_call_low.bed.tsv	1450	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR07	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Pos_call_high.bed.tsv	803	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR07	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Pos_call_low.bed.tsv	803	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR08	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Neg_call_high.bed.tsv	1330	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR08	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Neg_call_low.bed.tsv	1330	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR08	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Pos_call_high.bed.tsv	513	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR08	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Pos_call_low.bed.tsv	513	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR09	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Neg_call_high.bed.tsv	2070	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR09	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Neg_call_low.bed.tsv	2070	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR09	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Pos_call_high.bed.tsv	1268	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR09	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Pos_call_low.bed.tsv	1268	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR10	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Neg_call_high.bed.tsv	1026	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR10	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Neg_call_low.bed.tsv	1026	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR10	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_high.bed.tsv	618	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR10	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_low.bed.tsv	618	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR11	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Neg_call_high.bed.tsv	966	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR11	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Neg_call_low.bed.tsv	966	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR11	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_high.bed.tsv	580	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR11	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_low.bed.tsv	580	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR12	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_high.bed.tsv	1099	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR12	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_low.bed.tsv	1099	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR12	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_high.bed.tsv	418	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR12	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_low.bed.tsv	418	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR13	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_high.bed.tsv	1410	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR13	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_low.bed.tsv	1410	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR13	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_high.bed.tsv	840	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR13	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_low.bed.tsv	840	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR14	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_high.bed.tsv	1231	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR14	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_low.bed.tsv	1231	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR14	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_high.bed.tsv	680	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR14	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_low.bed.tsv	680	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR15	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_high.bed.tsv	785	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR15	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_low.bed.tsv	785	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR15	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_high.bed.tsv	424	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR15	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_low.bed.tsv	424	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR16	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Neg_call_low.bed.tsv	1212	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR16	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_high.bed.tsv	755	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR16	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_low.bed.tsv	755	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR17	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Neg_call_low.bed.tsv	672	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
66	PFC53_T3TERMSHORT_VR17	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Pos_call_low.bed.tsv	79	PBEH2-66	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	ScaI	-	+	+	-	-	-	-	-
