sample_id	plasmid	description	strand	window	convert_type	filepath	call_type	bed_id
67	PFC8_TACINIT_VR09	SUPERCOIL_NT_FIXED	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CH.PEAK.genome.bed	low	6503
67	PFC8_TACINIT_VR10	SUPERCOIL_NT	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_Neg_15_0.45_CH.PEAK.genome.bed	low	1744
67	PFC8_TACINIT_VR10	SUPERCOIL_NT	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_Neg_15_0.45_CG.PEAK.genome.bed	low	2469
67	PFC8_TACINIT_VR10	SUPERCOIL_NT_FIXED	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GC.PEAK.genome.bed	low	2868
67	PFC8_TACINIT_VR10	SUPERCOIL_NT	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_Neg_15_0.45_GH.PEAK.genome.bed	low	3207
67	PFC8_TACINIT_VR10	SUPERCOIL_NT_FIXED	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_CH.PEAK.genome.bed	low	4518
67	PFC8_TACINIT_VR10	SUPERCOIL_NT_FIXED	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GH.PEAK.genome.bed	low	5579
67	PFC8_TACINIT_VR10	SUPERCOIL_NT	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_Neg_15_0.45_GC.PEAK.genome.bed	low	5685
67	PFC8_TACINIT_VR10	SUPERCOIL_NT_FIXED	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CH.PEAK.genome.bed	low	1740
67	PFC8_TACINIT_VR10	SUPERCOIL_NT	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_Pos_15_0.45_CH.PEAK.genome.bed	low	4517
67	PFC8_TACINIT_VR10	SUPERCOIL_NT	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_Pos_15_0.45_CG.PEAK.genome.bed	low	4757
67	PFC8_TACINIT_VR10	SUPERCOIL_NT	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_Pos_15_0.45_GH.PEAK.genome.bed	low	5575
67	PFC8_TACINIT_VR11	SUPERCOIL_NT	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_Neg_15_0.45_GH.PEAK.genome.bed	low	1813
67	PFC8_TACINIT_VR11	SUPERCOIL_NT_FIXED	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GC.PEAK.genome.bed	low	2443
67	PFC8_TACINIT_VR11	SUPERCOIL_NT	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_Neg_15_0.45_GC.PEAK.genome.bed	low	4535
67	PFC8_TACINIT_VR11	SUPERCOIL_NT_FIXED	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GH.PEAK.genome.bed	low	5145
67	PFC8_TACINIT_VR11	SUPERCOIL_NT_FIXED	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_GH.PEAK.genome.bed	low	2345
67	PFC8_TACINIT_VR11	SUPERCOIL_NT_FIXED	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CG.PEAK.genome.bed	low	2847
67	PFC8_TACINIT_VR11	SUPERCOIL_NT_FIXED	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CH.PEAK.genome.bed	low	3901
67	PFC8_TACINIT_VR11	SUPERCOIL_NT	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_Pos_15_0.45_GH.PEAK.genome.bed	low	4065
67	PFC8_TACINIT_VR11	SUPERCOIL_NT	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_Pos_15_0.45_CH.PEAK.genome.bed	low	5670
67	PFC8_TACINIT_VR11	SUPERCOIL_NT	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_Pos_15_0.45_CG.PEAK.genome.bed	low	6253
67	PFC8_TACINIT_VR12	SUPERCOIL_NT_FIXED	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GH.PEAK.genome.bed	low	2204
67	PFC8_TACINIT_VR12	SUPERCOIL_NT	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_Neg_15_0.45_GC.PEAK.genome.bed	low	2730
67	PFC8_TACINIT_VR12	SUPERCOIL_NT	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_Neg_15_0.45_CH.PEAK.genome.bed	low	4547
67	PFC8_TACINIT_VR12	SUPERCOIL_NT	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_Neg_15_0.45_CG.PEAK.genome.bed	low	4651
67	PFC8_TACINIT_VR12	SUPERCOIL_NT	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_Neg_15_0.45_GH.PEAK.genome.bed	low	5519
67	PFC8_TACINIT_VR12	SUPERCOIL_NT	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_Pos_15_0.45_CH.PEAK.genome.bed	low	1634
67	PFC8_TACINIT_VR12	SUPERCOIL_NT	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_Pos_15_0.45_CG.PEAK.genome.bed	low	2482
67	PFC8_TACINIT_VR12	SUPERCOIL_NT	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_Pos_15_0.45_GH.PEAK.genome.bed	low	3349
67	PFC8_TACINIT_VR12	SUPERCOIL_NT_FIXED	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_GH.PEAK.genome.bed	low	5040
67	PFC8_TACINIT_VR12	SUPERCOIL_NT	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_Pos_15_0.45_GC.PEAK.genome.bed	low	5736
67	PFC8_TACINIT_VR12	SUPERCOIL_NT_FIXED	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CH.PEAK.genome.bed	low	6077
67	PFC8_TACINIT_VR13	SUPERCOIL_NT	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_Neg_15_0.45_GC.PEAK.genome.bed	low	1642
67	PFC8_TACINIT_VR13	SUPERCOIL_NT_FIXED	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GH.PEAK.genome.bed	low	3101
67	PFC8_TACINIT_VR13	SUPERCOIL_NT	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_Neg_15_0.45_GH.PEAK.genome.bed	low	4054
67	PFC8_TACINIT_VR13	SUPERCOIL_NT	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_Neg_15_0.45_CH.PEAK.genome.bed	low	5743
67	PFC8_TACINIT_VR13	SUPERCOIL_NT	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_Pos_15_0.45_GH.PEAK.genome.bed	low	1891
67	PFC8_TACINIT_VR13	SUPERCOIL_NT	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_Pos_15_0.45_CH.PEAK.genome.bed	low	2724
67	PFC8_TACINIT_VR13	SUPERCOIL_NT	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_Pos_15_0.45_CG.PEAK.genome.bed	low	3935
67	PFC8_TACINIT_VR13	SUPERCOIL_NT_FIXED	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CH.PEAK.genome.bed	low	4305
67	PFC8_TACINIT_VR13	SUPERCOIL_NT_FIXED	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_GH.PEAK.genome.bed	low	5426
67	PFC8_TACINIT_VR14	SUPERCOIL_NT	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_Neg_15_0.45_GC.PEAK.genome.bed	low	3461
67	PFC8_TACINIT_VR14	SUPERCOIL_NT_FIXED	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GH.PEAK.genome.bed	low	4157
67	PFC8_TACINIT_VR14	SUPERCOIL_NT	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_Neg_15_0.45_CH.PEAK.genome.bed	low	5146
67	PFC8_TACINIT_VR14	SUPERCOIL_NT	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_Neg_15_0.45_GH.PEAK.genome.bed	low	6243
67	PFC8_TACINIT_VR14	SUPERCOIL_NT	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_Pos_15_0.45_CG.PEAK.genome.bed	low	1774
67	PFC8_TACINIT_VR14	SUPERCOIL_NT	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_Pos_15_0.45_CH.PEAK.genome.bed	low	2346
67	PFC8_TACINIT_VR14	SUPERCOIL_NT_FIXED	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CH.PEAK.genome.bed	low	2920
67	PFC8_TACINIT_VR14	SUPERCOIL_NT_FIXED	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CG.PEAK.genome.bed	low	3830
67	PFC8_TACINIT_VR14	SUPERCOIL_NT	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_Pos_15_0.45_GH.PEAK.genome.bed	low	3899
67	PFC8_TACINIT_VR14	SUPERCOIL_NT	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_Pos_15_0.45_GC.PEAK.genome.bed	low	6299
67	PFC8_TACINIT_VR15	SUPERCOIL_NT	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_Neg_15_0.45_GC.PEAK.genome.bed	low	2359
67	PFC8_TACINIT_VR15	SUPERCOIL_NT_FIXED	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GC.PEAK.genome.bed	low	3817
67	PFC8_TACINIT_VR15	SUPERCOIL_NT	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_Neg_15_0.45_GH.PEAK.genome.bed	low	4793
67	PFC8_TACINIT_VR15	SUPERCOIL_NT_FIXED	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_CH.PEAK.genome.bed	low	4852
67	PFC8_TACINIT_VR15	SUPERCOIL_NT	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_Neg_15_0.45_CH.PEAK.genome.bed	low	6311
67	PFC8_TACINIT_VR15	SUPERCOIL_NT_FIXED	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_FIXED_Neg_15_0.45_GH.PEAK.genome.bed	low	6517
67	PFC8_TACINIT_VR15	SUPERCOIL_NT_FIXED	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_FIXED_Pos_15_0.45_CG.PEAK.genome.bed	low	1500
67	PFC8_TACINIT_VR15	SUPERCOIL_NT	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_Pos_15_0.45_GH.PEAK.genome.bed	low	2441
